#Chrom	Start	End	TransposableElementTranscript	TransposableElementSymbol	Strand	2cell.GG.WT	2cell.AG.WT	Morula.GG.WT	Morula.AG.WT	ICM.GG.WT	ICM.AG.WT	TE.GG.WT	TE.AG.WT	Morula.GG.K9Dplt	Morula.AG.K9Dplt
chr1	45736872	45739301	TU1070	G562	+	4.94661	2.64602	7.79263	4.80131	7.03971	6.13285	7.47037	6.50024	6.10815	5.30315
chr10	128212843	128213901	TU10700	G5233	+	5.10681	3.40387	0	1.69362	0	0	1.00096	0	0	1.21888
chr10	128201742	128202919	TU10701	G5234	+	3.23307	2.79772	0.625115	0	0	0.570787	0	0	1.90227	2.07016
chr1	45734637	45739301	TU1071	G562	+	1.30471	1.56959	2.87447	1.08225	0.386995	0	0.309952	1.20581	0	0.299049
chr10	128194933	128196151	TU10719	G5239	+	0.426891	2.16098	1.5279	0.89866	0	0	0	0	0	0
chr1	47733486	47743301	TU1073	G564	-	0	0.131721	0	0	0	0	0	0	0.0982848	0.106125
chr1	47463797	47465214	TU1074	G565	+	0	0.427821	0	0	0	0	0	0	0	0
chr1	46056253	46059100	TU1075	G566	+	0.35012	2.73665	0.676869	0.387363	0.644625	0.22404	0.712229	0.649539	0.584482	0.734366
chr11	3639792	3647275	TU10751	G5255	-	5.19564	4.65106	5.66608	5.91362	3.45799	0.558104	4.59594	4.78581	3.6081	5.30279
chr11	3643898	3647275	TU10752	G5255	-	5.71948	5.91205	2.09142	5.2461	5.56803	3.59991	5.026	4.61648	5.50549	3.6271
chr11	4472239	4474016	TU10753	G5256	-	0.112367	0.279768	1.49859	0.319233	0	0	0	0.562995	0.521553	0.422592
chr11	4323853	4336004	TU10754	G5257	+	0.841571	1.18764	0.969381	1.47491	1.17675	1.60518	1.31092	1.43314	1.6792	1.43812
chr11	4633805	4635828	TU10755	G5258	+	0.895044	1.94253	1.78813	2.66744	1.77231	0.58111	2.98453	2.63188	2.89453	2.37749
chr10	127648285	127650225	TU10756	G5259	-	0.680174	0.255561	0.144046	0.477159	0	0	0.366998	0	2.78973	0
chr1	46054089	46059100	TU1076	G566	+	0	0.352307	0	0	0	0	0	0	0	0.286881
chr11	3147724	3148822	TU10760	G5262	+	0.949348	3.25698	0	1.57273	0	0	1.53721	0.539366	2.79597	3.04556
chr11	4620274	4627788	TU10764	G5263	-	0	0.897163	0.46083	0.864467	0.129173	0.341796	0.263034	0	0.740712	0.876566
chr11	4620274	4623055	TU10765	G5263	-	0.321928	0.579759	0	0.0867838	0	0	0	0.377031	0	0
chr10	128898292	128901096	TU10766	G5264	-	0.993493	2.27477	1.70531	1.66948	1.02527	0	1.43581	2.86235	2.56949	1.98574
chr10	128898292	128899086	TU10768	G5264	-	3.61738	4.37224	4.18462	4.27245	3.56014	3.41011	2.86724	4.14855	3.6097	3.72647
chr10	128903090	128904629	TU10779	G5270	-	1.7583	2.05631	0.970608	0	0	1.04404	0	2.1209	0	0.57918
chr10	128903090	128905560	TU10780	G5270	-	0.516351	0.144307	0	0.443607	0	0	0	1.76199	0	1.15337
chr11	5048445	5050431	TU10782	G5271	-	1.4029	0.0805212	0	0	0	0	0	0	0	0
chr11	4955966	4965015	TU10784	G5273	-	0.552869	0.403377	0	0.057508	0	0	0.121236	0	0.199123	0.0836105
chr11	4955966	4956343	TU10786	G5273	-	7.18231	6.40567	0	0	0	0	0	0	0	0
chr1	43560372	43562405	TU1079	G569	-	0.92042	0.63988	4.72538	4.47316	2.68504	5.41147	3.23169	4.36336	4.43059	3.51079
chr11	5179892	5184074	TU10794	G5275	-	1.44219	0.182692	0	0	0	0	0	0	0.228357	0.340277
chr11	3457193	3458333	TU10799	G5277	+	6.64708	6.4671	5.06543	4.14853	4.88282	5.56768	3.71395	6.23462	3.44612	4.77538
chr11	4495447	4498841	TU10802	G5280	+	1.09963	1.3899	1.88284	1.62854	0.918132	3.0512	1.71867	1.25982	1.67401	1.74057
chr11	3620386	3639608	TU10805	G5282	+	0.723049	0.746915	0.655962	0.64647	0.245698	0.22733	0.24813	0.221568	0.83996	1.13137
chr11	3620386	3639608	TU10807	G5282	+	0.723049	0.746915	0.655962	0.64647	0.245698	0.22733	0.24813	0.221568	0.83996	1.13137
chr11	3620386	3639608	TU10808	G5282	+	0.723049	0.746915	0.655962	0.64647	0.245698	0.22733	0.24813	0.221568	0.83996	1.13137
chr11	3620386	3639608	TU10809	G5282	+	0.723049	0.746915	0.655962	0.64647	0.245698	0.22733	0.24813	0.221568	0.83996	1.13137
chr11	3635094	3639608	TU10810	G5282	+	7.23806	6.64874	3.27481	3.22805	3.47305	0	4.04375	3.06368	2.34568	2.15952
chr11	3620386	3639608	TU10811	G5282	+	0.723049	0.746915	0.655962	0.64647	0.245698	0.22733	0.24813	0.221568	0.83996	1.13137
chr11	3620386	3639608	TU10814	G5282	+	0.723049	0.746915	0.655962	0.64647	0.245698	0.22733	0.24813	0.221568	0.83996	1.13137
chr11	3620386	3639608	TU10816	G5282	+	0.723049	0.746915	0.655962	0.64647	0.245698	0.22733	0.24813	0.221568	0.83996	1.13137
chr11	3620386	3639608	TU10818	G5282	+	0.723049	0.746915	0.655962	0.64647	0.245698	0.22733	0.24813	0.221568	0.83996	1.13137
chr11	3620386	3639608	TU10821	G5282	+	0.723049	0.746915	0.655962	0.64647	0.245698	0.22733	0.24813	0.221568	0.83996	1.13137
chr10	128446300	128447551	TU10823	G5286	+	4.86531	4.66135	3.96492	3.03574	0	0.763553	1.37851	2.18036	0.701771	3.7108
chr11	5467637	5478239	TU10826	G5288	-	0.31034	0.370722	0.982096	0.752463	0.439002	0.786875	1.24143	0.995183	0.747173	0.787154
chr11	3147724	3151273	TU10832	G5262	+	3.23445	3.12088	1.04334	0.601855	1.19493	2.01662	1.54827	0.786875	1.36905	1.89634
chr11	4691849	4694554	TU10835	G5290	+	0	0.831715	0.891938	1.32385	0	0	0	0	0	0.278183
chr11	4223586	4234731	TU10836	G5291	+	0.0505597	0	0	0.320773	0	0	0	0	0	0
chr11	4231193	4234731	TU10837	G5291	+	0.0944613	0	3.7582	3.47733	0	0.485083	0	0.112367	4.13595	4.32109
chr11	3185564	3185946	TU10839	G5293	+	9.04782	9.92817	8.09778	7.88733	8.41322	9.30279	7.38879	9.45771	7.96861	8.44682
chr1	47745953	47749628	TU1084	G571	-	0.674762	1.61749	0	0	0	0.172061	0	0	2.5684	0
chr11	4252771	4256993	TU10846	G5296	+	0.060278	1.23573	0.624491	0.290031	0	0	0	0	0	0
chr1	47743798	47749628	TU1085	G571	-	0	1.0446	0	0	0	0	0	0	0	0
chr11	5498498	5505441	TU10860	G5298	+	0.113256	0.00863031	0	0	0	0	0	0.675966	0	0
chr11	3613350	3616563	TU10861	G5299	-	2.61188	2.9222	1.64555	1.67069	1.03281	1.12102	1.26624	0.313826	0.531569	1.87748
chr11	5498498	5499259	TU10862	G5298	+	3.34715	2.66047	0	1.40309	0	0	0	0	0	0
chr11	3617470	3620536	TU10863	G5299	-	6.75062	6.47027	4.94686	4.91504	1.59868	0.303732	1.68676	2.50267	4.15182	4.35603
chr11	5486011	5505617	TU10864	G5298	+	0.358396	0.747946	0.966184	0.399809	0.400538	0.560715	0.220743	0.280956	0.343692	0.215368
chr11	3613350	3620536	TU10865	G5299	-	2.01852	1.76808	0.823206	0.652601	0	0	0	0.460131	0	1.0024
chr11	3617470	3620536	TU10866	G5299	-	6.75062	6.47027	4.94686	4.91504	1.59868	0.303732	1.68676	2.50267	4.15182	4.35603
chr11	3617470	3620536	TU10867	G5299	-	6.75062	6.47027	4.94686	4.91504	1.59868	0.303732	1.68676	2.50267	4.15182	4.35603
chr11	4690693	4691776	TU10868	G5300	-	3.708	1.80348	1.95556	4.45878	0	0	0	2.19356	0	0
chr11	4690693	4695676	TU10869	G5300	-	0	0	0	0.0722202	0	0	0	0	0	0
chr11	4694560	4695676	TU10870	G5300	-	3.31223	2.14535	1.85426	1.00432	0	1.39817	0	0.77905	0	1.99095
chr1	49294438	49297606	TU1088	G573	-	2.08724	1.6016	0	0.0473057	0	0	0.159199	0.167786	0.537545	0.123445
chr11	5651187	5651558	TU10889	G5310	-	5.12309	4.80406	1.49723	1.28155	0	0	0	0	0	2.75225
chr11	5636448	5651558	TU10891	G5310	-	0.149693	0.338225	0	0	0	1.79174	0	0	0.180148	0.0822484
chr1	10878615	10888822	TU109	G57	+	0.0849713	0.134089	0.447138	0.303342	0.10165	0.175897	0.492964	0.0998562	0.331705	0.393233
chr1	49294438	49297606	TU1090	G573	-	2.08724	1.6016	0	0.0473057	0	0	0.159199	0.167786	0.537545	0.123445
chr11	4790116	4791034	TU10906	G5309	+	4.69114	4.68829	4.60275	2.98477	0	2.38451	0	3.19818	2.28777	1.01958
chr10	130573981	130576466	TU10908	G5313	-	2.95438	2.46681	7.76297	6.65955	5.14128	5.03855	5.84165	5.38423	6.16964	6.25135
chr10	130573981	130576466	TU10909	G5313	-	2.95438	2.46681	7.76297	6.65955	5.14128	5.03855	5.84165	5.38423	6.16964	6.25135
chr11	5262030	5268926	TU10910	G5314	+	0.470233	0.435309	0.0735918	0	0	0	0.850933	0	0	0.109695
chr10	130572757	130576466	TU10911	G5313	-	2.62636	1.35795	5.72258	4.84522	3.76893	2.12057	2.29973	4.88096	4.75884	4.70249
chr10	130573981	130576466	TU10912	G5313	-	2.95438	2.46681	7.76297	6.65955	5.14128	5.03855	5.84165	5.38423	6.16964	6.25135
chr11	4251119	4252776	TU10918	G5319	-	1.19135	1.36547	0.252173	1.28728	1.52523	0	0	0.495354	0.232047	1.46502
chr11	4251119	4252776	TU10919	G5319	-	1.19135	1.36547	0.252173	1.28728	1.52523	0	0	0.495354	0.232047	1.46502
chr1	50282784	50283180	TU1092	G575	+	5.62177	5.78443	1.85187	1.95965	0	0	2.26654	0	0	1.72392
chr11	4223165	4252776	TU10920	G5319	-	0.426175	0.765365	0.95977	1.13378	0.0703893	0.0200577	0	0.378881	0.690641	1.08452
chr11	4251119	4252776	TU10921	G5319	-	1.19135	1.36547	0.252173	1.28728	1.52523	0	0	0.495354	0.232047	1.46502
chr11	4223165	4252776	TU10922	G5319	-	0.426175	0.765365	0.95977	1.13378	0.0703893	0.0200577	0	0.378881	0.690641	1.08452
chr11	4251119	4252776	TU10923	G5319	-	1.19135	1.36547	0.252173	1.28728	1.52523	0	0	0.495354	0.232047	1.46502
chr11	4858912	4865391	TU10924	G5320	-	0.601538	0.848157	0.352759	0.732342	0	0.611015	0	0.75446	0.41738	0.27023
chr11	4852237	4852886	TU10925	G5320	-	2.24833	5.07587	0	0.193667	0	2.50547	1.56186	0	0	0
chr11	4852237	4865391	TU10926	G5320	-	0.567545	1.4813	0.449605	1.36252	0	0.286487	0	0.411065	0.615416	0.822662
chr11	4864629	4865391	TU10927	G5320	-	5.05521	5.10569	2.58456	4.06962	3.07251	2.1695	1.93458	2.76744	2.91514	3.20289
chr11	4852237	4882684	TU10929	G5320	-	0.183963	0.335255	0.383313	0.199541	0.0346853	0.169925	0.240416	0.109695	0.436162	0.495695
chr1	49745952	49936298	TU1093	G576	-	0.193246	0.073409	0.0417103	0.033746	0	0.00671692	0.032336	0.0148314	0.131589	0.0685562
chr11	4869081	4872108	TU10939	G5325	-	0.0081522	0.511164	0.107911	0	0	0	0	0	0	0
chr1	50282784	50288446	TU1094	G575	+	0	0.132774	0	0	0	0	0	0	0	0
chr11	6047827	6048223	TU10942	G5327	+	0	0	3.47591	0	0	0	0	0	0	0
chr11	6230334	6233590	TU10948	G5331	+	0.968889	0.253142	0	0	0	0	0	0	0	0.231023
chr1	50282784	50287608	TU1095	G575	+	0	0.0927487	0	0	0	0	0	0	0.365693	0
chr11	6374855	6376799	TU10969	G5335	-	1.32577	0.437867	0	0	0	0	0	0	0	0
chr1	51259390	51269377	TU1097	G578	+	0.0731347	0.54893	0	0.121679	0	0	0	0.286881	0.418999	0.344071
chr11	5552800	5556356	TU10970	G5336	-	1.88531	1.12671	1.88023	3.72276	1.62309	0	2.55753	1.37258	2.52256	2.06258
chr11	6372305	6374436	TU10971	G5337	+	0.50623	0.84559	0	0	0	0	0	0	0.736388	0.352382
chr11	6373666	6374436	TU10972	G5337	+	1.72319	3.44063	2.30051	0	0	0	2.94667	0	0	0
chr11	6377788	6381638	TU10973	G5338	-	1.28115	1.08719	2.69651	2.66167	0.464668	0.304511	0.790772	0.623867	3.84795	3.821
chr11	6408796	6409755	TU10978	G5341	+	1.56543	1.22305	0	0	0	0	0	0	0.93885	0
chr11	5557602	5559742	TU10979	G5342	-	0	0.121679	1.63676	1.90843	4.61661	5.1255	3.72788	3.89268	2.19708	2.16242
chr11	6420471	6421400	TU10980	G5343	-	2.2032	3.44244	0.451365	0.575635	0	0	0	0	0	0
chr11	6420471	6421073	TU10982	G5343	-	2.26384	2.69902	0	0	0	1.25661	0	0	0	1.27739
chr11	5516608	5517581	TU10991	G5348	+	5.18959	6.03471	3.42309	4.32046	2.81803	2.89414	2.32145	2.81222	3.76543	3.59184
chr11	5570489	5593844	TU10994	G5349	-	0.688255	0.619178	0.716918	1.08338	0.968398	1.07815	0.889603	0.533065	0.346531	1.12807
chr1	48428824	48429270	TU1100	G580	+	6.00601	6.34091	1.66585	3.1491	0	0	0	0	1.96956	1.49074
chr11	6455432	6456917	TU11001	G5351	+	2.42582	3.07738	3.68937	3.92768	4.692	5.84791	5.18662	5.20341	4.34667	4.79535
chr1	48428824	48507771	TU1101	G580	+	0.0356239	0.0593553	0.0262099	0.0426443	0.0138791	0	0	0	0.167358	0.0703893
chr11	6988190	6989073	TU11012	G5360	+	0	0.323082	0	0	0	0	0	0	0	0
chr11	6745020	6746316	TU11017	G5363	+	3.59658	0.77804	5.80696	5.0764	8.09286	7.27748	5.54115	3.79608	5.28148	2.79008
chr1	47153132	47191156	TU1103	G582	+	0	0.0962619	0	0	0	0	0	0	0	0
chr11	6490767	6493539	TU11036	G5370	+	0.217024	0.661385	0.483708	0.287275	0	0.183539	0.356895	0.104337	0.312084	0.427606
chr11	6490767	6493539	TU11037	G5370	+	0.217024	0.661385	0.483708	0.287275	0	0.183539	0.356895	0.104337	0.312084	0.427606
chr11	6492905	6493539	TU11038	G5370	+	6.28798	6.82067	5.43647	5.43802	3.41061	1.64478	0	2.23276	3.66072	2.83586
chr1	47153132	47191156	TU1104	G582	+	0	0.0962619	0	0	0	0	0	0	0	0
chr11	6490767	6493539	TU11040	G5370	+	0.217024	0.661385	0.483708	0.287275	0	0.183539	0.356895	0.104337	0.312084	0.427606
chr11	6490767	6493539	TU11042	G5370	+	0.217024	0.661385	0.483708	0.287275	0	0.183539	0.356895	0.104337	0.312084	0.427606
chr11	5692184	5700070	TU11050	G5374	-	1.36569	0.6469	4.81499	4.67495	2.5864	3.70166	2.14915	3.45057	4.6332	3.96606
chr11	7392014	7395710	TU11051	G5375	+	1.82198	2.23499	0.349743	0.168642	0	0	0	0	0	0.793549
chr11	5696699	5700070	TU11053	G5374	-	3.70458	1.75685	3.56071	4.82414	2.34246	4.25099	3.07724	2.76419	3.20852	2.69153
chr11	7616557	7617578	TU11055	G5377	+	0.504197	2.59574	0	0	0	0	0	0	0	0
chr11	6500761	6501603	TU11059	G5379	-	1.98222	2.19849	0	2.80701	0	0	0	0	1.06281	2.12223
chr1	47153132	47191156	TU1106	G582	+	0	0.0962619	0	0	0	0	0	0	0	0
chr11	7183218	7188635	TU11060	G5380	-	2.06016	1.65141	0.429036	0	0	0	0.535721	0	0.716771	0.38773
chr11	6498654	6501603	TU11061	G5379	-	0.592955	0.416407	0.727703	0.214954	0	0	0	0	0	0.249344
chr11	7628441	7633025	TU11062	G5381	+	0	0.0291348	0	0	0	0	0	0	0	0
chr11	7631701	7633025	TU11063	G5381	+	0	2.4577	0	0	0	0	0	0	0	0
chr1	47285280	47295463	TU1107	G583	+	0.717503	0.451224	0	0	0	0	0	0	0	0
chr1	47153132	47189099	TU1108	G582	+	0.0262099	0.20063	0.0114956	0.137504	0	0	0	0.0243197	0.36233	0.136191
chr11	4652661	4654000	TU11084	G5388	+	2.03292	2.50579	0.215782	0.228562	0.728864	4.37026	3.29851	0.745022	0	0.393599
chr11	7744710	7791242	TU11091	G5390	-	0.3084	0.203389	0.00623817	0.0124495	0	0	0	0	0.0468403	0.022427
chr11	7744710	7791242	TU11092	G5390	-	0.3084	0.203389	0.00623817	0.0124495	0	0	0	0	0.0468403	0.022427
chr11	7744710	7791242	TU11093	G5390	-	0.3084	0.203389	0.00623817	0.0124495	0	0	0	0	0.0468403	0.022427
chr1	47153132	47154067	TU1110	G582	+	3.60478	5.1596	0.61573	1.4351	0	0	0	0	5.45901	0
chr11	7832705	7839058	TU11103	G5396	-	0.285304	0.43189	0	0	0	0	0	0	0	0.0538064
chr11	7826903	7838061	TU11104	G5396	-	0	0	0	0	0	0	0	0	0	0
chr11	8383122	8399882	TU11105	G5397	-	0.31769	0.393746	2.53065	2.35933	2.38911	2.79362	2.41612	2.57451	2.47223	3.01138
chr11	7826903	7836803	TU11106	G5396	-	0.62854	1.25798	0	0	0	0	0	0	0.0731347	0
chr11	8376533	8399882	TU11107	G5397	-	0.322313	0.525868	0	0	0	0	0	0	0.14274	0
chr11	7826903	7844668	TU11108	G5396	-	0.0233736	0	0	0.0468403	0	0	0	0	0.121015	0.0658021
chr1	47251887	47418033	TU1111	G583	+	0.223217	0.160404	0.738984	0.759866	0.19996	0.244887	0.410703	0.362891	0.849999	0.77961
chr11	7590253	7592656	TU11115	G5401	+	0.937847	2.6575	0	0	0	0	0	0	1.64131	0
chr11	7590253	7591964	TU11116	G5401	+	6.1995	6.47398	1.99458	3.86219	0	3.22131	3.33404	0	1.29631	0
chr11	7584052	7586267	TU11119	G5404	+	3.916	3.90327	0.202888	0.481299	0	0	0	0	3.06833	0.416479
chr1	47189740	47191156	TU1112	G582	+	3.07382	5.0242	0	0	0	0	0	0	0	0
chr11	7584052	7607312	TU11120	G5404	+	0.511299	0.467801	0	0.026682	0	0	0	0	0.0908534	0.0342157
chr11	7606146	7607312	TU11121	G5404	+	2.83201	4.0777	0	0	0	0	0	0	0	0
chr11	8712705	8836404	TU11123	G5406	+	0.0854247	0.143263	0.0722202	0.358396	0.0332762	0.186501	0.0491661	0.232661	0.206643	0.154886
chr11	8664859	8671696	TU11137	G5412	-	0	0	0.0863309	0	0	0	0.0931094	0	0	0
chr11	8667247	8671696	TU11139	G5412	-	0	0.0468403	0	0	1.63954	3.40136	1.26544	0.0831566	1.46728	2.00168
chr11	8664859	8671696	TU11141	G5412	-	0	0	0.0863309	0	0	0	0.0931094	0	0	0
chr11	8664859	8671696	TU11143	G5412	-	0	0	0.0863309	0	0	0	0.0931094	0	0	0
chr11	8664859	8671696	TU11145	G5412	-	0	0	0.0863309	0	0	0	0.0931094	0	0	0
chr11	8664859	8670232	TU11146	G5412	-	0.157906	0.0285692	1.73364	0.957791	1.72915	2.5254	0.687658	3.62082	1.43883	2.305
chr11	10435963	10436671	TU11148	G5415	+	2.36942	1.15808	0.471621	0.651989	1.5334	4.4098	0	2.28924	1.16157	3.56487
chr11	10723790	10727338	TU11149	G5416	-	0.144917	0.108892	0.0790652	0	0	0	0	0.941858	0	0.36102
chr11	11662178	11666801	TU11163	G5420	-	1.96125	0	0	0	0	0.260628	0	0	0.206643	0.107911
chr11	10177526	10178024	TU11172	G5427	-	7.89054	8.40846	2.44175	4.33228	0	3.12642	2.053	1.45382	4.32517	0
chr11	10148989	10178024	TU11174	G5427	-	0.197027	0.393746	0	0.0890461	0	0	0	0	0.313246	0.0671798
chr11	10132843	10178024	TU11176	G5427	-	0.0858778	0.149259	0.193246	0	0	0	0	0	0.0551957	0.057508
chr11	9704038	9794643	TU11179	G5430	-	0.821574	0.681134	1.36588	0.972815	1.11148	0.643087	1.15855	1.25137	1.336	1.2916
chr11	9792937	9794643	TU11180	G5430	-	1.91405	2.46931	0	0	0	0	0	0	0	0
chr11	9780122	9794643	TU11181	G5430	-	0	0.125916	0	0	0	0	0	0	0	0
chr11	10923553	10946956	TU11182	G5431	+	0.426891	0	0	0	0	0	0	0	0.0356239	0
chr11	10923553	10944691	TU11183	G5431	+	0.0318657	0.148218	0	0.0309246	0	0	0	0	0	0
chr11	5774565	5781876	TU11189	G5433	-	1.73075	1.35716	3.55949	3.26188	5.32261	5.47296	6.04116	5.74843	4.28921	4.78829
chr11	5774565	5782337	TU11190	G5433	-	1.45943	0.452912	1.97331	1.82389	2.97594	2.37453	1.06212	1.24509	1.26484	0.815849
chr11	10821212	10850057	TU11191	G5434	+	2.49185	1.97497	0.0153073	0.0435778	0	0	0	0	0.0806577	0.026682
chr11	10821212	10850057	TU11193	G5434	+	2.49185	1.97497	0.0153073	0.0435778	0	0	0	0	0.0806577	0.026682
chr11	12580206	12582943	TU11202	G5438	-	0.346342	1.48831	0	0	0	0	0	0	0	0
chr11	12782037	12784001	TU11204	G5439	-	1.76214	0.981122	0	0	0	0	0	0	0.449429	0.382206
chr11	12511012	12516920	TU11208	G5441	+	0.842107	0.72369	2.419	0.464668	1.35971	0.442899	2.61534	0.892197	1.04649	1.15769
chr11	6525584	6528765	TU11210	G5442	-	3.76808	4.8833	4.89848	5.45932	5.86219	6.84335	5.44343	6.09997	4.02671	4.14293
chr11	8076478	8077352	TU11212	G5443	+	8.1431	8.65232	3.62519	4.57131	2.59439	4.69544	3.32845	3.7605	4.50367	2.99102
chr11	6525584	6528168	TU11213	G5442	-	5.11829	5.3217	5.82377	5.704	6.62735	6.46566	6.16801	6.58056	5.0699	5.90765
chr11	8080726	8084833	TU11214	G5443	+	0	0.346191	0	0	0	0	0	0	0.853197	0
chr11	8081516	8084833	TU11215	G5443	+	4.8522	5.19867	1.7059	1.76483	0.719256	0	0.281748	0	1.17089	0.367744
chr11	8080726	8207144	TU11216	G5443	+	0.514333	0.648189	0.00288251	0.105231	0	0	0	0	0.123004	0.0894982
chr11	8076478	8119891	TU11217	G5443	+	0.0876891	0.0764223	0.0440443	0	0	0	0	0	0	0
chr11	8076478	8119891	TU11218	G5443	+	0.0876891	0.0764223	0.0440443	0	0	0	0	0	0	0
chr11	8081516	8119891	TU11219	G5443	+	0.237564	0.227248	0.0342157	0.0551957	0	0	0	0	0.137504	0.0299829
chr11	8098917	8101020	TU11221	G5444	+	0	1.02885	0	0	0	0	0	0	0	0
chr1	50712678	50716322	TU1123	G588	+	3.23015	3.88274	0.84452	0.663572	0	0	0.515679	0	2.71655	0.14709
chr11	11251559	11278550	TU11231	G5448	-	1.60928	1.11823	0.0393724	0.0671798	0	0	0.204558	0	0.0690147	0.180572
chr11	13929605	13954789	TU11233	G5449	-	0.0459089	0.0903115	0.0105412	0.0398403	0.0393724	0	0.316146	0	0.173127	0.0313952
chr11	13250366	13259432	TU11234	G5450	+	0.701327	0.569297	0	0.0124495	0	0	0	0	0.337996	0
chr11	8139580	8146678	TU11236	G5452	+	0.0867838	0	0	0	0	0.130492	0	0	0	0
chr11	13163369	13167736	TU11238	G5453	+	0.761569	0.420294	0	0	0.458732	0	0	0	0	0
chr11	14264779	14267340	TU11239	G5454	+	1.00192	2.29737	0	0	0	0	0.276596	0	0.642471	0
chr11	12954024	12956244	TU11240	G5455	-	2.38054	1.13198	5.89462	3.34227	5.9716	3.68975	6.24984	5.30687	5.32229	2.92131
chr11	12954024	12959209	TU11241	G5455	-	0.111922	0	0.7213	0.243669	1.44308	0.547614	0.590083	0.741575	1.49006	0.854927
chr11	12958325	12959209	TU11242	G5455	-	3.50665	2.95405	5.13417	4.5203	5.21252	4.15745	4.14763	4.18288	4.30458	1.63165
chr11	11494228	11516071	TU11243	G5456	-	0.251366	0.0137838	0.0356239	0	0	0	0	0	0.164786	0.0899501
chr11	15861715	15887275	TU11245	G5458	-	0.3146	0.0585243	0.534394	0.0318657	0.0904018	0	0.566572	0.288063	0.329985	0.339897
chr11	16338513	16368436	TU11246	G5459	+	0.14709	0.00432161	0.016734	0.0200577	0	0.0205318	0	0	0.259423	0.145351
chr11	16049253	16055405	TU11247	G5460	+	0.045443	0	0	0	0	0	0	0	0.158337	0.0953619
chr11	16049253	16049846	TU11248	G5460	+	1.21661	0.590147	0	3.06016	0	0	0	0	0	2.45847
chr11	9812005	9815367	TU11249	G5461	+	5.40394	5.80795	1.81558	0.186501	0	0	0	0	2.27471	0
chr1	50712678	50795660	TU1125	G588	+	0.0667207	0.0881416	0	0.0119726	0.146221	0.0110185	0	0	0.171207	0.0836105
chr11	9807695	9808638	TU11250	G5461	+	7.68763	8.20077	2.91724	3.19014	0	0	0	0	3.63349	0
chr11	9807695	9850640	TU11252	G5461	+	0.200379	0.271665	0	0.0817941	0	0	0	0	0.045443	0.0129262
chr11	9811179	9815367	TU11253	G5461	+	2.79168	2.77581	0.379991	0	0	0	0	0	1.0229	0
chr11	9807695	9894450	TU11254	G5461	+	0	0.00259452	0	0	0	0	0	0	0	0
chr11	15980430	15983836	TU11255	G5463	-	2.50902	1.38405	0	0	0	0	0	0	0.27858	0.290424
chr11	9812005	9894450	TU11256	G5461	+	0.553524	0.184978	0.0551957	0	0	0	0	0.0129262	0	0.0699313
chr11	9807695	9894450	TU11258	G5461	+	0	0.00259452	0	0	0	0	0	0	0	0
chr11	9807695	9905756	TU11259	G5461	+	0.0351547	0.0745054	0	0	0	0	0	0	0.0524159	0
chr1	48506318	48507771	TU1126	G589	-	4.94361	5.16638	0.483364	1.78688	0	0	1.12499	0	5.14993	0
chr11	15029743	15033212	TU11265	G5467	+	5.02398	5.04858	2.01721	0.738408	0.723631	0	0	0.290818	3.59556	0
chr11	15029743	15036547	TU11267	G5467	+	0	0.362891	0	0	0	0	0	0	0.388465	0
chr11	10886784	10953923	TU11269	G5469	-	0.0690147	0.0922074	0	0.0186342	0	0	0	0	0.0475384	0.016734
chr11	10950269	10953923	TU11270	G5469	-	3.54613	4.15748	0	0.150126	0	0	0.678372	0	0	0.365506
chr11	10886784	10953923	TU11271	G5469	-	0.0690147	0.0922074	0	0.0186342	0	0	0	0	0.0475384	0.016734
chr11	10895955	10898499	TU11274	G5472	-	0	0.669208	0	0	0	0	0	0	0.323082	0
chr11	16957198	16958516	TU11277	G5474	+	1.42796	0.270469	4.74728	3.89985	3.5561	0.504536	3.99967	2.33685	1.48104	1.23082
chr11	16955788	16958516	TU11278	G5474	+	0	0	0.34861	2.32308	0	0	0	0	0	0
chr11	16935159	16937485	TU11279	G5476	-	0	0.0468403	2.2459	0.42975	4.4105	2.72145	2.94205	2.38368	3.02742	0.587205
chr1	52419908	52431763	TU1128	G591	-	0.0229004	0.306379	0.0313952	0.416119	0	0	0	0.679874	0.0820213	0.124769
chr11	16935159	16951091	TU11280	G5476	-	0.026682	0	0.503518	0.0176844	0	0	0	0	0.0655723	0.0935602
chr11	9859744	9879875	TU11282	G5478	-	0	0	0	0	0.97355	0	0.65962	0	0	0
chr11	9862505	9879875	TU11283	G5478	-	0	0	0	0	0	0	0.000961476	0	0	0.0735918
chr11	17664596	17667751	TU11285	G5480	-	0.0817941	0	0	1.01792	0	0	0	0	0	0
chr11	17956634	17959352	TU11286	G5481	+	0	0.432959	0.366625	0.181421	0	0.343313	0	0	1.07895	0.941607
chr11	17980662	17997174	TU11292	G5484	+	0.212466	0.166073	0.275802	0.546298	0.122562	0.368116	0.387363	0.312278	0.207268	0.244887
chr11	18051984	18052481	TU11295	G5486	-	0	0.37829	1.96594	0	0	0	0	0	0	0
chr11	13968337	13971397	TU11296	G5487	+	4.28088	6.06912	1.39853	3.23501	0	0.381837	0	0	0.943359	1.00648
chr11	13968337	13978932	TU11297	G5487	+	0.407081	1.82147	0	0.0795203	0	0	0	0	0	0.0994074
chr11	14022875	14032831	TU11299	G5488	+	0.0247925	0.10675	0	0	0	0	0	0	0	0.0758749
